,Tweet,User - Location,User - Followers,Classificacao,Sentimento,NaiveBayes
1032,ach so stf aind nao desconf nad,"Rio Grande do Sul, Brasil",12787,Negativo,0,Negativo
2150,soment agradec agil menos 24h produt cheg ja caminh,,236,Positivo,1,Positivo
1264,parab,,872,Positivo,1,Positivo
2614,cheg,,248,Neutro,2,Neutro
1292,parab,Estados Unidos,1538,Positivo,1,Positivo
2546,ridicul port mf invalid lei seri brasil piadaaa,Brazil,1019,Negativo,0,Negativo
147,seri marcel vc soub ajud pff implor,,1964,Neutro,2,Neutro
2048,flavi bolsonar advog tre reunio ped dad ate aparelh,"Rio de Janeiro, Brasil",509,Negativo,0,Negativo
2419,estud audi calcul diferenc alt acumul inflaca correco tabel ir 24 ano atual faix isenca limit 1 73 salari min,Brasil,35349,Neutro,2,Neutro
1795,#record manh 22/12 equip alfandeg sant apreend 2 932 kg cocain drog cuidados ocult carreg bobin alumini destin port roterd holand saib mais #rfb #adu,Brasil,640,Positivo,1,Positivo
309,planalt decret sigil ate 100 ano carta vacinaca presid bolsonar qualqu informaca vacin receb,Brasil,330,Neutro,2,Neutro
2111,abr hoj 22 consult lot resid restituica #impostoderend credit bancari 200 mil contribuint ser realiz 30 dezembr informaco,THE BEST IS YET TO COME,16486,Positivo,1,Positivo
2635,*prf recup carg caminha prend dua pesso sao paulo* hom hav acab roub caminha carreg mater feder saib em,São Paulo/SP - Brasil,7408,Positivo,1,Positivo
2534,ta ped caralh document comprov val produt cheen so aceit mo sei val bem abaix norm cham promoca declaraca val corret tax vai ser pi neg,Curitiba / Santa Maria,36,Negativo,0,Negativo
1816,#restituica abr nest tercaf 22 10h consult lot resid restituica irpf me dez/2020 credit bancari 202 388 contribuint ser realiz 30/12 totaliz 354 milho consult #irpf,Brasil,640,Positivo,1,Positivo
2394,ja tom bactrim dua vez dua farmac fal precis entreg medic control,paraíso,204,Neutro,2,Neutro
350,la tamb outr part tb tip incen fiscal empr inefici,"Brasília, Brasil",10108,Negativo,0,Negativo
1750,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,,133,Positivo,1,Positivo
203,gent pag salari vc mesm,Princesinha do Mar ,569,Negativo,0,Negativo
621,cac bem poli adquir crim vai ne agor tax uma compr internac lea aeroport pass nad,Ribeirão Das neves,211,Negativo,0,Negativo
1085,cumpr oit mand busc uruguai investigaca combat grup crimin responsa pra delit desc vinh espum argentin brasil aca apoi forc nacion seguranc publ,Rio Grande do Sul / Brasil,56776,Positivo,1,Positivo
1749,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,"Distrito Federal, Brasil",6174,Positivo,1,Positivo
2875,capirot milici consegu coopt anvis difer tod esta serv familic bolsonar,,180,Neutro,2,Neutro
47,bom dia,"São Paulo, Brasil",217,Neutro,2,Neutro
2830,interess algum artig cientif elabor iss alo val pen investig gal ai esta procur justific etic crim sonegaca,,27,Neutro,2,Neutro
2798,profiss solicit med soluc inconsistenc apresent are emissa gui port simpl nacion ja esta trabalh problem apresentara soluca brev #somoscontabel #simplesnac #cfc,"Magé, Brasil",1392,Negativo,0,Negativo
278,hahahahahah bel amig,Brasil,799,Neutro,2,Neutro
1812,#restituica abr nest tercaf 22 10h consult lot resid restituica irpf me dez/2020 credit bancari 202 388 contribuint ser realiz 30/12 totaliz 354 milho consult #irpf,São Paulo,121805,Positivo,1,Positivo
2416,alo advtwitt ess ach nunc use rs algum sit link alg assim consig ach inform pj microempr epp,Brasil,32,Negativo,0,Negativo
2964,alo aqu empreg admit uso pj propr emiss,"São Paulo, Brasil",2330,Neutro,2,Neutro
515,quer ver algu vai fic pres,Belo Horizonte,1012,Positivo,1,Positivo
2586,serv porr nenhum facil qq milici suburbi sac par err ness enriquec suspeit bost rf,,964,Negativo,0,Negativo
2929,venh sao paul,,5246,Neutro,2,Neutro
2953,\ \ #impeachmentj \ #forabolsonar #bolsonarogenoc #cadeiaparabolsonar ][ ][ ][,Brasil,2000,Neutro,2,Neutro
1689,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,3302,Positivo,1,Positivo
2008,flavi bolsonar advog tre reunio ped dad ate aparelh,Brasil,581,Negativo,0,Negativo
1338,aloo ce ta perd fiscal ai hein contrat acab ate sonegaca impost pal #calvinkleinpatrocinasterell,,108,Neutro,2,Neutro
219,tent coloc dad prim cart pass divergenc coloq dad prim cart fatur 100 mil vez 250 mil fim deu qie nad disponi pronamp ta dificil ganh meg vir,,3,Neutro,2,Neutro
2975,outr figur execra dest cort maldit cham pred tod retalh crit crim voc ant diss pec devass fortun assalari,"Uberlândia, Brasil",37534,Neutro,2,Neutro
178,fiqu so desculp igual marc firm ness parlament dig geral,"Washington, DC",358,Neutro,2,Neutro
1937,mudanc ating apen empr obrig declaraca debit credit tributari feder previdenciari outr entidad fund dctfweb saib mais #receitafeder #servicosger #gfip,Belo Horizonte,65,Neutro,2,Neutro
392,eh vdd vc eh contr impost doa bitcoin vc hipocrit par imediat,,236,Negativo,0,Negativo
2278,notic ruim caix infeliz abr caix fiscal tir album plas bolh jog dentr caix nenhum proteca abr pacot album tav plas bolh amass pont,Brasil,2190,Negativo,0,Negativo
2605,so fic mei milha sacan ganh so milha #finalafazend,São Paulo SP Brasil,485,Negativo,0,Negativo
2456,realiz pag despach postal tributaco sit correi min tutor proced pag brasil importaca pass fiscalizaca aduan cobr algum tax despach postal r$15 tributaca,"São José do Rio Preto, Brasil",28591,Neutro,2,Neutro
1379,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,"Bahia, Brasil",232,Positivo,1,Positivo
2428,olh q louc polic feder mpf usa convers traf ileg mad cont cresc apreenso mad brasil ta falt algu ai ah conden proib ibam viaj,Sampa,246,Neutro,2,Neutro
2445,olh pens lavajat ganh corp,Floripa,4493,Neutro,2,Neutro
2013,flavi bolsonar advog tre reunio ped dad ate aparelh,São Paulo,1294,Negativo,0,Negativo
2195,fic sab oq ta acontec kkkkkkkkk,,191,Negativo,0,Negativo
816,vc vergonh anunci q imped algu dar um 10 pegu mis,BRA - USA - EUR,99,Negativo,0,Negativo
657,declaraca rend bolsonar cai malh fin neh profes cai ai vc sao macha vao olh cresc patrimon car,São Paulo - SP,1138,Negativo,0,Negativo
2543,compr negoci pal fic inseguranc tranc,,446,Negativo,0,Negativo
2199,cont parais fiscal algu ira encontr traz gran q vasculh iss,SÃO PAULO,768,Negativo,0,Negativo
1990,ai escandal flavi bolsonar advog reunia via @,Terra Redonda,5657,Negativo,0,Negativo
403,poi falt vontad poli,Por aí,55,Neutro,2,Neutro
187,invest glob,BH,391,Neutro,2,Neutro
1291,parab,"Petrópolis, Brasil",8579,Positivo,1,Positivo
502,ser vai hav investigaca algum denunc mp pass pent fin ning fal iss lulaladra ta fer cub articul plan,,2597,Negativo,0,Negativo
224,amig,Brasil,731,Neutro,2,Neutro
2918,esquec sao paul,SP/Brasil,1205,Neutro,2,Neutro
882,porqu voss tog pod ser audit sempr quil sab motiv poi pens tod sao igual per lei,Guarujá,3970,Negativo,0,Negativo
1694,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"Distrito Federal, Brasil",1280,Positivo,1,Positivo
516,sapa stf vai solt livr tod trist real,,160,Neutro,2,Neutro
1099,prest estranh reunio,"Porto Alegre, Brasil",376,Negativo,0,Negativo
2359,unic serv publ aposent log temp serv sao prefeit baix nivel so vao cumpr tabel agor ness carg alt ins tribun sao tud car entr 30 ano larg oss,,835,Negativo,0,Negativo
569,*receit apreend 670 kg cocain carg goiab port santos*,,1338,Positivo,1,Positivo
2944,cholaaaa esquerdopat doutrin rsr #querobolsonaroate2026 #bolsonaroorgulhodobrasil,,37,Neutro,2,Neutro
1045,alo conv verific meticulos sinal exterior riqu unia precis arrecad melhor,,2302,Positivo,1,Positivo
1337,precis regular dad cadastr pesso fisic #cpf disponibiliz canal virtual gratuit serv vej,POR AÍ...,9902,Positivo,1,Positivo
1787,#record manh 22/12 equip alfandeg sant apreend 2 932 kg cocain drog cuidados ocult carreg bobin alumini destin port roterd holand saib mais #rfb #adu,,71,Positivo,1,Positivo
446,pag reduca carg hor program 31/12 aind entr cont motiv,BRASIL,22,Negativo,0,Negativo
852,band parasit,loading...,37,Negativo,0,Negativo
2208,fic feliz adm via em envi final dezembr cheg comec jan enrol import cheg,,131,Negativo,0,Negativo
2124,precis regular dad cadastr pesso fisic #cpf disponibiliz canal virtual gratuit serv vej,"São Paulo, Brasil",1526,Positivo,1,Positivo
2634,**alerta* mand email contribuint rf comun contribuint dua man 1 cart envi enderec 2 mei port ecac cas receb email parec imag exclu rapid viru,"Palmas, Brasil",542,Neutro,2,Neutro
1498,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,,273,Positivo,1,Positivo
260,ne,Recife,170,Neutro,2,Neutro
1707,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,1080,Positivo,1,Positivo
1912,aca realiz est sao paul apreend aproximad 300 tonel mercad import avali 23 milho dev fraude/simulaca saib mais #receitafeder #adu #apreensa,"Salvador, Brazil",1201,Positivo,1,Positivo
2580,sit fic ar cao instal aqu tramp,tu cabeza,1377,Negativo,0,Negativo
2653,circul whatsapp vide hom afirm pix form control soc ja banc centr acess informaco detalh compr brasil conf #agencialup #pix #bancocentr,Salvador /Bahia/Brasil,723,Neutro,2,Neutro
427,dev ta fal despach postal 15 cont,,6,Neutro,2,Neutro
2483,fiscaliz ministr stf menos proteca eles gener alt com,Brazil,3091,Negativo,0,Negativo
836,ach essenc verific real orig dess mont,,2665,Positivo,1,Positivo
1852,seg trabalh simplific vid cidada brasil estabelec parc busc inovaco tecnolog,Brasil ,8,Positivo,1,Positivo
1457,merend lix,,1776,Neutro,2,Neutro
2936,envi cpf resid exteri gov br,Maputo city,24,Neutro,2,Neutro
2154,hoj tod serv govern cort mai min coniv tud aind fal instituico brasil sao fort pal pi pront,"Fortaleza, Brasil",6548,Negativo,0,Negativo
2406,fraud impost hoj empresari trabalh vai cade pag promet pag dev sindifisc sindicat nacion auditoresfisc feder propo mud reform tribut sanco penal prisa,"Teresina, Brasil",8,Neutro,2,Neutro
2206,noss tav lembr fiz tud nao precis pq tud ai validad fiz rg q cpf caix eh ajust cpf consequenc titul cia cart trabalh hj eh digit ja vai atual dp receit,"Belo Horizonte, Minas Gerais",46,Negativo,0,Negativo
1450,predi aqu lad cas colon 16 gat sao miaudi fiscal,,2727,Negativo,0,Negativo
1300,parab,,113,Positivo,1,Positivo
2224,populaca deix pag impost boicot mand tud pro quint infern poi pod perdo div milion neym outr soneg pod perdo populaca,                              ,1918,Negativo,0,Negativo
1759,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,"São Paulo, Brasil",324,Positivo,1,Positivo
841,denunc procur aposent poss hav tramit alhei conhec do contribuint invest leilo marchand corrent acion trad serv sit siscoaf ger sequ confirmaca email p/registr consult duvid,,2,Negativo,0,Negativo
468,instituico sao ajud poli ja cheg abin pf,,124,Neutro,2,Neutro
2499,la vai faz papel jagunc imbecil crimin govern pal instituica jog lix parab presid,United Arab Emirates,21,Negativo,0,Negativo
671,pux,Brasil,72,Negativo,0,Negativo
539,5rr,Lins sp,279,Neutro,2,Neutro
2666,hj obrig comparec resolv consegu assunt pod ser resolv internet temp pandem parec melhor receit mund pis obvi lig ouvid,Cameroon,2276,Negativo,0,Negativo
2942,restituica exercici 2018 malh fin,,0,Neutro,2,Neutro
2558,ja manh car tir seri,"Paty do Alferes, Brasil",151,Negativo,0,Negativo
1604,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Rio Grande do Sul, Brasil",812,Positivo,1,Positivo
2883,#zonafeder,Brasil,531,Neutro,2,Neutro
29,glorific rapid liberaca vacin chin fb lamenta sab trabalh part tribut exager post parec orgulh #oswaldopresopoli,"Sao Paulo, Brazil",338,Negativo,0,Negativo
2071,flavi bolsonar advog tre reunio ped dad ate aparelh,,628,Negativo,0,Negativo
1588,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,338,Positivo,1,Positivo
299,voc fiz apreensa importaca envi not fiscal invoc loj produt ileg sao 3 relogi compr invict eua ileg niss,,40,Negativo,0,Negativo
2460,stj desobedienc ord par eman anal tributari feder ativ fiscalizaca rotin aduan pont internac amizad tipif condut prev art 330 cp agrg resp 1867993/pr dje 19/05/2020,,368,Neutro,2,Neutro
979,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,Brasília,170150,Positivo,1,Positivo
1535,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"São Bernardo do Campo, Brasil",429,Positivo,1,Positivo
1955,autu 3 994 contribuint autorregulariz autu contribuint regulariz apo ter sid alert inconsistenc declaraco saib mais #rfb #regularizaca #fiscalizaca,Brasil,334,Positivo,1,Positivo
40,ser advog pcc mand dar corre jornal,fortaleza. city natal cedro-ce,11041,Neutro,2,Neutro
384,ser 2021 conseguira forc entr tesour igrej melhor cham lavand igrej,Feira de Santana,370,Positivo,1,Positivo
1543,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Caratinga, Brasil",3386,Positivo,1,Positivo
909,ja aqu poderi cri aca mand bom dia,,559,Neutro,2,Neutro
2362,demonstr comunic institut nacion segur soc ins brasil rfb,"Fortaleza, Brasil",47,Neutro,2,Neutro
2408,exvic e agor fat prefeit goian pastor evangel declar ter 90 patrimoni deix aqu lament pov bel cidad,"Escombros do RJ, Brasil 2",1564,Neutro,2,Neutro
2978,praz solic term opca simpl nacion termin dia 29 dest me saib mais #receitafeder #serv #simplesnac #empr,,56,Neutro,2,Neutro
1731,#areceitafederalnaop apreend 670 kg cocain carg goiab port sant soment 2020 alfandeg sant intercept 20 5 tonel cocain carg exportaca destin europ saib mais,Londrina,1599,Positivo,1,Positivo
730,oi receit gost tir duvid voc beb risc mort falt medic ja compr so esper autorizaca rad ser envi pro brasil voc ate hoj der autorizaca faz,Ouro Preto - MG,530,Negativo,0,Negativo
892,empr priv don orga publ mostr quant poli val gat enterr,Recife,170,Neutro,2,Neutro
1102,ai escandal flavi bolsonar advog reunia via @,Brasil,1159,Negativo,0,Negativo
1754,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,Brasil,334,Positivo,1,Positivo
367,use odi contr voc revolt popul apartid intelig divulg ignoranc falac poli distorc fat,"Tijuca, Rio de Janeiro",68,Neutro,2,Neutro
2689,vou ped socorr unicorni,,2660,Negativo,0,Negativo
2229,par plac mae ta ped poh val filh put pergunt val pergunt poh car chin agr to cu mao ser mult val = 100% val produt to put,"São Paulo, Brazil",42,Negativo,0,Negativo
2094,inform program ger document arrecadaca simpl nacion microempreend individ pgm send ajust adequaca calcul #ins bas nov val salari min agenc brasil /arq,,5416,Positivo,1,Positivo
1176,pass ladra tir presid empr vend lobby ver orig des fortun,"Coral Springs, FL",12350,Positivo,1,Positivo
2968,outr figur execra dest cort maldit cham pred tod retalh crit crim voc ant diss pec devass fortun assalari,Praia Grande - SP,1110,Neutro,2,Neutro
1279,parab,,2188,Positivo,1,Positivo
1954,autu 3 994 contribuint autorregulariz autu contribuint regulariz apo ter sid alert inconsistenc declaraco saib mais #rfb #regularizaca #fiscalizaca,"Salvador, Brazil",1214,Positivo,1,Positivo
1703,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,463,Positivo,1,Positivo
2182,bolsonar assassin,"Sao Paulo, Brazil",239,Neutro,2,Neutro
2180,brinc serv fml pagu impost,AUX 🔀 JPA,100,Positivo,1,Positivo
2003,flavi bolsonar advog tre reunio ped dad ate aparelh,RJ 021,9,Negativo,0,Negativo
44,ah,"Canoas, Brasil",203,Neutro,2,Neutro
2800,profiss solicit med soluc inconsistenc apresent are emissa gui port simpl nacion ja esta trabalh problem apresentara soluca brev #somoscontabel #simplesnac #cfc,,97,Negativo,0,Negativo
2840,hahahahahahahahh la temp fic prov cois twitt ja preocup tod dia luci sent ofend comentari cham dm pass enderec cit contrari temp grand abrac,Universo Sideral ,72,Neutro,2,Neutro
874,#receitafeder cad voc verific ganh sombr sugesta procur ir atr dinh misteri sleeping giant brasil,São Paulo - Brasil - Brazil,1211,Negativo,0,Negativo
437,ah enta so precis pag fever,"Parem o mundo, quero descer",250,Neutro,2,Neutro
1766,#facil implement impugnaca malh irpf internet contribuint pod entreg defês notificaca lanc decorr malh fiscal inte ecac saib mais #def #malhafisc #rfb #ecac #serv,São Paulo,281,Positivo,1,Positivo
355,correca tabel impost rend promess campanha/18,Vitória ES,87,Negativo,0,Negativo
307,jorn brasil 17 novembr 1994 roub varej olh ai jair bolsonar met fraud cedul eleitor faz tant campanh contr eleica via urn eletron #bolsonarocorrupt #bolsonarosmamat,Brasil,1949,Neutro,2,Neutro
1758,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,"Vila Mariana, São Paulo",41,Positivo,1,Positivo
247,vai cheg kkkkk md ceu possi,,253,Negativo,0,Negativo
499,3sisbin invad p/manobr jurid part port iden 4incidenc cybercrim tamb invad orga foment fund palm 5ataqu potencializ ilicit salazaf plagi falsificaca filatel numisma,"New York, NY",12,Negativo,0,Negativo
2920,pinh mor juli garc outr sao,,3,Neutro,2,Neutro
1231,assim pq perd milho atrav lei rouanet imagin reeleg 2022 suces 2026/2030 agu cuid poi atr tod contrat prest serv vam aguard feliz 2021,"Brasília, Brasil",63,Positivo,1,Positivo
494,op und scort eurasian military army,"New York, NY",12,Neutro,2,Neutro
1042,alo alo,"Salvador, Bahia",129,Neutro,2,Neutro
2304,surr esper banc hoj,Rio de Janeiro,3429,Negativo,0,Negativo
905,ser tud declar,"Rio de Janeiro, Brasil",268,Neutro,2,Neutro
2117,pendenc cpf pod ser regular canal virtual correca gratuit internet cust 7 real cas contribuint opt utiliz red conveni cartori,"Recife, Brasil",1611,Positivo,1,Positivo
2401,sindifisc propo mud reform tribut sanco penal prisa fraud impost apo quitaca debit feder concord,Brasil,2714,Neutro,2,Neutro
694,fiz compr envi not fiscal val men ja ped var vez refeit respost fac denunc formal,"Ijuí, Brasil",40,Neutro,2,Neutro
1036,alo exist codig hash utiliz pronamp liber q gnt lanc tud p q aql enorm utiliz + 1 vez consegu poi sempr divergenc algum cois,,13,Neutro,2,Neutro
2600,peg dinh resolv coloc negoci permit multiplical perdel total est hav decisa consequenc mesm vai fod la est defend,Brasil,177,Negativo,0,Negativo
41,soneg car pau empr bilion perd chanc conf,"Porto Velho, Brasil",50,Neutro,2,Neutro
2210,atenci mulh vej hor liber travel ajud ai brasil,"Belo Horizonte, MG",1229,Negativo,0,Negativo
3018,cai malh fin consig resolv situaca ja envi tud ped nad fac,Brasil,1285,Negativo,0,Negativo
1208,parab ja hor faxin,,321,Negativo,0,Negativo
2780,ai venc ref 12/2020 ser prorrog ja port apresent err,"São Paulo, Brasil",137,Negativo,0,Negativo
200,dev public internet usa mei irregul,P* que nos pariu.,35,Neutro,2,Neutro
1734,#arrecadaca arrecadaca total receit feder ating novembr 2020 val 140 101 milho period acumul jan novembr 2020 arrecadaca alcanc val 1 320 325 milho saib mais #rfb,,81,Positivo,1,Positivo
1551,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Bandar Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",1455,Positivo,1,Positivo
1321,apreend 670 kg cocain port sant sp escond carg goiab drog envi antuerp belg vai investig cas agenc brasil,Brazil,153,Positivo,1,Positivo
1301,parab,Armenia,3258,Positivo,1,Positivo
2364,esmol 1 med banc digit 2 melhor pro itau/receit gran banc facil rastr facil cobr impost facil us emprestimos/ chequ espec outr client menos not impress fazer/fiscal,,36,Neutro,2,Neutro
2760,aqu vai volt fic tent,"Teresina, Brasil",94,Negativo,0,Negativo
263,nov ced,,3134,Positivo,1,Positivo
1519,#operacaoconcord deflagr apoi polic militar/rn polic civil/rn corp bombeiros/rn saib em,São Paulo/Brasil,699,Positivo,1,Positivo
189,conhec procedenc ali heranc famil cont ah fac tir fot cart trabalh so acab fals desiluso,Puta Que Pariu,27,Negativo,0,Negativo
1581,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Caratinga, Brasil",3385,Positivo,1,Positivo
1809,#restituica abr nest tercaf 22 10h consult lot resid restituica irpf me dez/2020 credit bancari 202 388 contribuint ser realiz 30/12 totaliz 354 milho consult #irpf,Brasil,1933,Positivo,1,Positivo
2990,pag vai pag porq vc chup bol boz velh saf,"Goiânia, Brasil",92,Negativo,0,Negativo
1194,predi aqu lad cas colon 16 gat sao miaudi fiscal,,547,Negativo,0,Negativo
1883,aca fiscalizaca acontec ambit operaca escud apreend 320 mil mercad saib mais #receitafeder #adu #operacaoescud,Brasil ,8,Positivo,1,Positivo
286,cont,,43,Neutro,2,Neutro
24,ach q sid exat amg pessoal cert epoc iam consegu ver acab q deu ja q mand menin outr said,only ami ,7970,Neutro,2,Neutro
1222,precis regular dad cadastr pesso fisic #cpf disponibiliz canal virtual gratuit serv vej,Brasília - DF,300130,Positivo,1,Positivo
2274,trist agend cois,Znorte,970,Negativo,0,Negativo
1067,bom dia menos cpf proteg averiguaco vergonh,,1316,Negativo,0,Negativo
2700,perd parent falt respir falcatru respir compr loj vinh aqu manau agor perd outr parent falcatru falt oxigeni pf vai prend govern wilson lim manau,,115,Negativo,0,Negativo
1528,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Sidney, British Columbia",356,Positivo,1,Positivo
654,dev benefici descont ir empr cuid noss pal envelhec aposentad reduz ist gde auxili restituica,Rio de Janeiro,95,Negativo,0,Negativo
2644,caix lib emprest ate 100 mil consult spc seras | red jorn contavel contabil mei credit ins,,1969,Neutro,2,Neutro
1033,ae bor mud nom armari soh cabid ness bost par atrapalh cidada,Playstation 2,22,Negativo,0,Negativo
1224,produt ileg ate send transport dentr mal voo domes / #iptv #receitafeder #pirat #tvporassinat /,,2367,Positivo,1,Positivo
252,tao procur agulh palh 100%,,338,Neutro,2,Neutro
112,pai sao soneg impost ond porr resp reun fdp,,112,Negativo,0,Negativo
1941,grup repressa alfandeg viracop grep consegu alcanc result express combat contrab desc traf entorpec segund semestr 2020 saib mais #receitafeder #adu #apreensa,Brasil,336,Positivo,1,Positivo
1747,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,,144,Positivo,1,Positivo
2360,sim sit conseg ver cpf,,1163,Neutro,2,Neutro
2057,flavi bolsonar advog tre reunio ped dad ate aparelh,"Mogi Guaçu, Brasil",467,Negativo,0,Negativo
2719,prim cidada agor ministeri saud presid naca orf instituico jus erv dan precis ser cort ant raiz fiqu incontrola,,327,Negativo,0,Negativo
71,poi e recus fornec qualqu informaca min dad gener,"Oxford, England",12142,Negativo,0,Negativo
2347,esper recolh darf pag tud direit princip compens direit sena alem perd tud sab questa temp tb fic dev mult ate 150%,,17,Neutro,2,Neutro
2255,privac pix pag atrav pix banc centr vai sab horari beb tom,"Salvador, Brasil",6238,Negativo,0,Negativo
959,#abaixeimpostogam #pec51 #ps5exboxmaisbarat #abaixeimpostodeimportaca reduca ja,"São Paulo, Brasil",34,Negativo,0,Negativo
2052,flavi bolsonar advog tre reunio ped dad ate aparelh,"São Paulo, Brasil",81,Negativo,0,Negativo
3065,deflagr operaca hemorrag combat fraud ilicit realiz doi grup empresar prest serv orga publ municipi sant catarin,,282,Positivo,1,Positivo
2251,mand mens empreg reclam sistem esoc respond rap chiqu pesso pag gui sistem compens ai mand ver dae certific digit poi declar ir enta fodas,"Natal, Brasil",262,Negativo,0,Negativo
1010,11 jan aind disponibiliz aplic carn lea,"Rio de Janeiro, Brazil",3833,Negativo,0,Negativo
3046,precis apur transmit simpl nacion part calcul port simpl simples cai atenca esta quer receb coaca mult jur,,6,Negativo,0,Negativo
65,pirat sao legal,,1415,Neutro,2,Neutro
617,boa tard ond consig detalh lei hav exempl algum lug sit poss simul encontr list instituico doaca favor,"Fortaleza, Brasil",359,Neutro,2,Neutro
860,filh put pachorr comemor record roub dinh enquant famil mis pass fom caus impost lockdown brasil form palhac brasil circ int,,99,Negativo,0,Negativo
2464,verb ressarc deput gal 22 mes pag total 343 mil empr cuj capit soc 100 mil acord informaco feder don exesp,cvel,187,Neutro,2,Neutro
2391,tant cpf twitt ja ta quas dand vontad mand faz levant,"Rio de Janeiro, Brasil",303,Neutro,2,Neutro
1843,drog carg goiab export antuerp belg carg selecion conferenc mei criteri obje analis risc inclu inspeca intrus imag escan #acoesdareceit #adu #rfb #sant,Londrina,1599,Positivo,1,Positivo
955,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Washington, D.C.",51136,Positivo,1,Positivo
1630,ser vai hav investigaca algum denunc mp pass pent fin ning fal iss lulaladra ta fer cub articul plan,Rio de Janeiro - Brasil ,254,Neutro,2,Neutro
214,esper ansi informaco enta,"Sao Paulo, Brazil",157,Neutro,2,Neutro
1960,val total mercad apreend cheg 32 milho saib mais #receitafederl #adu #apreensa,Brasil ,8,Positivo,1,Positivo
1785,#record manh 22/12 equip alfandeg sant apreend 2 932 kg cocain drog cuidados ocult carreg bobin alumini destin port roterd holand saib mais #rfb #adu,,5645,Positivo,1,Positivo
2665,marc rir car lei brab,,611,Negativo,0,Negativo
21,esp 40 ano n profissa d anal sistem regulament vier nov especializaco d ti algum ja morr aposent nad cobr ir sab q exist codig 126 mta iron bizarr sacan junt,Sorocaba,195,Negativo,0,Negativo
2766,denunc ali so pod investig pessoal judiciari ministr juiz advog deput pod ja fiz inteligenc brut ja tent tud derrub am presid,fortaleza. city natal cedro-ce,10992,Negativo,0,Negativo
1679,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,39,Positivo,1,Positivo
1623,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,414,Positivo,1,Positivo
2,impost grand fortun dev arrecad 18 7 bilho argentin,Everywhere,623,Neutro,2,Neutro
78,sindicat faz consorci compr mesm dos pro associ famil,Everywhere,623,Neutro,2,Neutro
1361,sei n audit bem feit n dev fic pedr pedr apresent representaca crim contr glob 12 celebr crim contr ord tribut,Caraguatatuba/SP,1785,Positivo,1,Positivo
0,vai nao atend so sob agend junt comerc so email cont sobrecarreg tant segur desempreg declaraca impost rend 80% client pag tamb vai fic cas,"Rio de Janeiro, Brasil",7089,Neutro,2,Neutro
283,cert,"São Paulo, Brasil",1448,Neutro,2,Neutro
686,busc atend via sit presenc resolv pendenc dificil consig nenhum tip atend pq problem ser brasil aguard retorn ajud,,668,Negativo,0,Negativo
2309,to entend legal c importaco,"Rio de Janeiro, Brasil",956,Negativo,0,Negativo
2181,sim repreensa traf internac drog pes alt quant,BRA - USA - EUR,100,Positivo,1,Positivo
2779,chei cois entreg merd func alouu,"Estância Velha, Brasil",158,Negativo,0,Negativo
